TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
3242,1512,SkyView 2-Person Tent,Camping,Backup,Sale,2025-12-22,-37,251.46,-9304.02,SO-62526,Customer Sale,110,73,warehouse2,Transaction processed for Backup location,system,2025-12-22
3243,2012,Espresso Machine,Kitchen,Backup,Receipt,2025-08-21,38,314.51,11951.42,PO-6235,Purchase Order Receipt,20,58,warehouse1,Transaction processed for Backup location,system,2025-08-21
3244,2061,Mixing Bowl,Kitchen,Backup,Transfer,2026-01-29,-31,25.99,-805.69,TRF-5353,Warehouse Transfer,60,29,warehouse1,Transaction processed for Backup location,system,2026-01-29
3245,1522,SummitClimber Backpack,Camping,Regional,Adjustment,2026-01-20,0,145.39,0.0,ADJ-3245,Cycle Count,47,47,warehouse2,Transaction processed for Regional location,system,2026-01-20
3246,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2025-08-19,-6,113.19,-679.14,SO-63747,Customer Sale,41,35,warehouse2,Transaction processed for Main location,system,2025-08-19
3247,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Sale,2025-10-09,-1,61.48,-61.48,SO-93213,Customer Sale,31,30,warehouse2,Transaction processed for Backup location,system,2025-10-09
3248,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,Damage,2025-08-15,-5,347.02,-1735.1,DMG-3248,Shipping Damage,33,28,system,Transaction processed for Backup location,system,2025-08-15
3249,2041,Serving Platter,Kitchen,Backup,Sale,2025-08-11,-37,42.82,-1584.34,SO-79935,Customer Sale,1,-36,system,Transaction processed for Backup location,system,2025-08-11
3250,1553,Adventure Dining Table,Camping,Regional,Sale,2025-12-05,-2,112.72,-225.44,SO-76264,Customer Sale,249,247,system,Transaction processed for Regional location,system,2025-12-05
3251,3081,All-Temp Ski Wax Kit,Ski,Backup,Sale,2026-02-12,-42,56.17,-2359.14,SO-22736,Customer Sale,43,1,system,Transaction processed for Backup location,system,2026-02-12
3252,1561,EcoFire Camping Stove,Camping,Backup,Adjustment,2025-08-14,-18,75.11,-1351.98,ADJ-3252,Cycle Count,2,-16,warehouse1,Transaction processed for Backup location,system,2025-08-14
3253,1522,SummitClimber Backpack,Camping,Backup,Sale,2026-04-05,-21,145.39,-3053.19,SO-79533,Customer Sale,98,77,system,Transaction processed for Backup location,system,2026-04-05
3254,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Transfer,2025-10-12,-20,122.21,-2444.2,TRF-8895,Warehouse Transfer,22,2,system,Transaction processed for Backup location,system,2025-10-12
3255,1542,TrailWalker Hiking Shoes,Camping,Backup,Sale,2025-08-15,-38,92.66,-3521.08,SO-57800,Customer Sale,43,5,warehouse1,Transaction processed for Backup location,system,2025-08-15
3256,2061,Mixing Bowl,Kitchen,Main,Receipt,2026-03-27,199,26.07,5188.65,PO-1429,Purchase Order Receipt,90,289,warehouse2,Transaction processed for Main location,system,2026-03-27
3257,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2026-04-24,-25,67.5,-1687.5,SO-82459,Customer Sale,7,-18,system,Transaction processed for Backup location,system,2026-04-24
3258,3072,Hand Warmers - 10 Pack,Ski,Backup,Adjustment,2026-02-12,0,9.0,0.0,ADJ-3258,Physical Count,123,123,warehouse1,Transaction processed for Backup location,system,2026-02-12
3259,1522,SummitClimber Backpack,Camping,Backup,Receipt,2025-10-16,67,145.05,9718.25,PO-4618,Purchase Order Receipt,77,144,system,Transaction processed for Backup location,system,2025-10-16
3260,1572,MountainDream Sleeping Bag,Camping,Main,Return,2026-04-09,1,164.13,164.13,RET-42831,Customer Return,38,39,warehouse1,Transaction processed for Main location,system,2026-04-09
3261,1533,RainGuard Hiking Jacket,Camping,Main,Sale,2025-08-13,-44,116.73,-5136.12,SO-94433,Customer Sale,129,85,system,Transaction processed for Main location,system,2025-08-13
3262,3081,All-Temp Ski Wax Kit,Ski,Backup,Sale,2025-07-29,-33,56.17,-1853.61,SO-69545,Customer Sale,95,62,warehouse2,Transaction processed for Backup location,system,2025-07-29
3263,2041,Serving Platter,Kitchen,Backup,Sale,2026-04-14,-48,42.82,-2055.36,SO-15326,Customer Sale,35,-13,system,Transaction processed for Backup location,system,2026-04-14
3264,2041,Serving Platter,Kitchen,Backup,Sale,2026-01-29,-43,42.82,-1841.26,SO-97563,Customer Sale,110,67,warehouse1,Transaction processed for Backup location,system,2026-01-29
3265,1531,Summit Breeze Jacket,Camping,Regional,Receipt,2026-03-27,99,119.89,11868.98,PO-7653,Purchase Order Receipt,142,241,warehouse2,Transaction processed for Regional location,system,2026-03-27
3266,2012,Espresso Machine,Kitchen,Backup,Receipt,2026-04-24,178,312.74,55667.05,PO-1825,Purchase Order Receipt,25,203,system,Transaction processed for Backup location,system,2026-04-24
3267,1511,Alpine Explorer Tent,Camping,Backup,Sale,2025-07-23,-7,327.59,-2293.13,SO-30682,Customer Sale,8,1,warehouse1,Transaction processed for Backup location,system,2025-07-23
3268,3033,Women's Performance Ski Boots,Ski,Main,Sale,2026-04-10,-27,438.44,-11837.88,SO-21040,Customer Sale,47,20,warehouse2,Transaction processed for Main location,system,2026-04-10
3269,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Receipt,2025-10-06,121,694.12,83988.61,PO-8525,Purchase Order Receipt,45,166,warehouse1,Transaction processed for Main location,system,2025-10-06
3270,3053,Waterproof Ski Pants,Ski,Main,Sale,2025-10-12,-21,166.37,-3493.77,SO-86297,Customer Sale,189,168,warehouse1,Transaction processed for Main location,system,2025-10-12
3271,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Transfer,2025-09-21,-21,917.54,-19268.34,TRF-2497,Warehouse Transfer,102,81,warehouse1,Transaction processed for Backup location,system,2025-09-21
3272,1512,SkyView 2-Person Tent,Camping,Backup,Damage,2025-11-23,-7,251.46,-1760.22,DMG-3272,Warehouse Damage,66,59,system,Transaction processed for Backup location,system,2025-11-23
3273,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Receipt,2026-01-17,30,62.63,1878.96,PO-3490,Purchase Order Receipt,10,40,warehouse1,Transaction processed for Backup location,system,2026-01-17
3274,2081,Food Storage Set,Kitchen,Main,Sale,2025-12-09,-14,27.66,-387.24,SO-24767,Customer Sale,39,25,warehouse2,Transaction processed for Main location,system,2025-12-09
3275,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Sale,2025-11-26,-19,662.59,-12589.21,SO-69021,Customer Sale,98,79,warehouse1,Transaction processed for Main location,system,2025-11-26
3276,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Sale,2025-07-05,-8,259.09,-2072.72,SO-22571,Customer Sale,39,31,system,Transaction processed for Main location,system,2025-07-05
3277,3082,Edge Tuning Tool Set,Ski,Regional,Receipt,2025-08-20,139,93.57,13006.47,PO-3935,Purchase Order Receipt,252,391,warehouse2,Transaction processed for Regional location,system,2025-08-20
3278,3052,Thermal Base Layer Set - Women's,Ski,Regional,Sale,2025-07-01,-35,110.67,-3873.45,SO-75484,Customer Sale,89,54,warehouse1,Transaction processed for Regional location,system,2025-07-01
3279,2112,4-Slice Toaster,Kitchen,Backup,Sale,2025-12-05,-26,69.39,-1804.14,SO-36088,Customer Sale,101,75,warehouse1,Transaction processed for Backup location,system,2025-12-05
3280,2071,Baking Pan,Kitchen,Main,Receipt,2025-08-18,174,18.26,3177.33,PO-3516,Purchase Order Receipt,47,221,warehouse2,Transaction processed for Main location,system,2025-08-18
3281,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2026-03-20,-4,67.5,-270.0,SO-16065,Customer Sale,28,24,warehouse2,Transaction processed for Backup location,system,2026-03-20
3282,1543,TrekStar Hiking Sandals,Camping,Main,Adjustment,2025-07-14,17,69.04,1173.68,ADJ-3282,Cycle Count,6,23,warehouse1,Transaction processed for Main location,system,2025-07-14
3283,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2026-01-01,-29,40.38,-1171.02,SO-86234,Customer Sale,198,169,warehouse2,Transaction processed for Main location,system,2026-01-01
3284,2022,Fork Set,Kitchen,Main,Adjustment,2025-09-30,0,30.45,0.0,ADJ-3284,Physical Count,99,99,system,Transaction processed for Main location,system,2025-09-30
3285,2031,Coffee Mug,Kitchen,Main,Transfer,2025-10-07,-25,22.37,-559.25,TRF-5010,Warehouse Transfer,174,149,warehouse2,Transaction processed for Main location,system,2025-10-07
3286,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Receipt,2026-03-11,19,349.88,6647.81,PO-2966,Purchase Order Receipt,47,66,warehouse1,Transaction processed for Backup location,system,2026-03-11
3287,1572,MountainDream Sleeping Bag,Camping,Main,Receipt,2026-01-24,27,200.29,5407.78,PO-4394,Purchase Order Receipt,22,49,warehouse1,Transaction processed for Main location,system,2026-01-24
3288,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Damage,2026-01-21,-2,173.42,-346.84,DMG-3288,Quality Issue,32,30,warehouse2,Transaction processed for Backup location,system,2026-01-21
3289,2061,Mixing Bowl,Kitchen,Backup,Sale,2025-08-08,-27,25.99,-701.73,SO-63775,Customer Sale,43,16,system,Transaction processed for Backup location,system,2025-08-08
3290,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Receipt,2026-04-29,94,118.54,11142.35,PO-1307,Purchase Order Receipt,69,163,system,Transaction processed for Main location,system,2026-04-29
3291,1543,TrekStar Hiking Sandals,Camping,Main,Receipt,2026-01-09,39,67.4,2628.58,PO-5211,Purchase Order Receipt,56,95,warehouse2,Transaction processed for Main location,system,2026-01-09
3292,3081,All-Temp Ski Wax Kit,Ski,Regional,Sale,2025-09-03,-40,56.17,-2246.8,SO-29791,Customer Sale,141,101,system,Transaction processed for Regional location,system,2025-09-03
3293,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2026-04-03,-43,622.36,-26761.48,SO-92138,Customer Sale,35,-8,system,Transaction processed for Main location,system,2026-04-03
3294,2111,High-Speed Blender,Kitchen,Main,Sale,2026-02-24,-41,147.2,-6035.2,SO-14779,Customer Sale,147,106,warehouse2,Transaction processed for Main location,system,2026-02-24
3295,2012,Espresso Machine,Kitchen,Backup,Damage,2025-08-25,-6,315.48,-1892.88,DMG-3295,Shipping Damage,106,100,warehouse1,Transaction processed for Backup location,system,2025-08-25
3296,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Transfer,2025-07-26,-31,122.21,-3788.51,TRF-6992,Warehouse Transfer,117,86,system,Transaction processed for Main location,system,2025-07-26
3297,2041,Serving Platter,Kitchen,Backup,Transfer,2026-04-14,-21,42.82,-899.22,TRF-7671,Warehouse Transfer,121,100,warehouse2,Transaction processed for Backup location,system,2026-04-14
3298,1523,TrailLite Daypack,Camping,Backup,Damage,2025-12-27,-9,53.51,-481.59,DMG-3298,Quality Issue,118,109,system,Transaction processed for Backup location,system,2025-12-27
3299,1581,LED Headlamp - Rechargeable,Camping,Main,Receipt,2025-11-11,52,56.91,2959.36,PO-1935,Purchase Order Receipt,186,238,warehouse1,Transaction processed for Main location,system,2025-11-11
3300,1523,TrailLite Daypack,Camping,Main,Sale,2025-11-12,-40,53.51,-2140.4,SO-24036,Customer Sale,146,106,system,Transaction processed for Main location,system,2025-11-12
3301,1572,MountainDream Sleeping Bag,Camping,Main,Sale,2025-09-01,-9,205.16,-1846.44,SO-28037,Customer Sale,21,12,warehouse1,Transaction processed for Main location,system,2025-09-01
3302,3092,All-Mountain Snowboard - 158cm,Ski,Main,Return,2025-08-20,3,497.89,1493.66,RET-60197,Customer Return,2,5,warehouse1,Transaction processed for Main location,system,2025-08-20
3303,3101,Winter Boots - Insulated,Ski,Backup,Sale,2025-08-16,-22,97.44,-2143.68,SO-43741,Customer Sale,47,25,warehouse1,Transaction processed for Backup location,system,2025-08-16
3304,3032,Comfort Fit Recreational Boots,Ski,Backup,Receipt,2025-12-09,93,253.4,23566.13,PO-5201,Purchase Order Receipt,83,176,system,Transaction processed for Backup location,system,2025-12-09
3305,1522,SummitClimber Backpack,Camping,Backup,Transfer,2025-07-06,-20,145.39,-2907.8,TRF-2903,Warehouse Transfer,81,61,warehouse2,Transaction processed for Backup location,system,2025-07-06
3306,3051,Insulated Ski Jacket - Men's,Ski,Main,Receipt,2025-08-05,12,239.74,2876.86,PO-9191,Purchase Order Receipt,139,151,warehouse2,Transaction processed for Main location,system,2025-08-05
3307,2091,Spatula,Kitchen,Main,Transfer,2025-07-25,-24,9.76,-234.24,TRF-9262,Warehouse Transfer,38,14,warehouse2,Transaction processed for Main location,system,2025-07-25
3308,2012,Espresso Machine,Kitchen,Backup,Receipt,2026-03-29,140,315.91,44227.1,PO-5454,Purchase Order Receipt,108,248,warehouse2,Transaction processed for Backup location,system,2026-03-29
3309,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2026-01-08,-35,113.19,-3961.65,SO-81244,Customer Sale,36,1,warehouse1,Transaction processed for Main location,system,2026-01-08
3310,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Sale,2025-07-13,-47,61.48,-2889.56,SO-20256,Customer Sale,29,-18,warehouse2,Transaction processed for Backup location,system,2025-07-13
3311,1543,TrekStar Hiking Sandals,Camping,Main,Sale,2026-04-19,-32,69.04,-2209.28,SO-18395,Customer Sale,63,31,system,Transaction processed for Main location,system,2026-04-19
3312,3061,Professional Ski Helmet,Ski,Main,Adjustment,2025-08-01,0,144.99,0.0,ADJ-3312,Cycle Count,23,23,system,Transaction processed for Main location,system,2025-08-01
3313,2081,Food Storage Set,Kitchen,Main,Sale,2025-12-11,-41,27.66,-1134.06,SO-52259,Customer Sale,27,-14,warehouse1,Transaction processed for Main location,system,2025-12-11
3314,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Sale,2026-02-03,-28,122.21,-3421.88,SO-39253,Customer Sale,4,-24,warehouse2,Transaction processed for Backup location,system,2026-02-03
3315,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Adjustment,2025-08-22,20,61.48,1229.6,ADJ-3315,System Correction,87,107,warehouse2,Transaction processed for Main location,system,2025-08-22
3316,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,Sale,2026-04-14,-7,347.02,-2429.14,SO-89386,Customer Sale,201,194,system,Transaction processed for Backup location,system,2026-04-14
3317,3052,Thermal Base Layer Set - Women's,Ski,Backup,Receipt,2025-11-01,167,115.11,19223.63,PO-2606,Purchase Order Receipt,125,292,warehouse2,Transaction processed for Backup location,system,2025-11-01
3318,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2025-10-13,-41,113.19,-4640.79,SO-24310,Customer Sale,134,93,warehouse2,Transaction processed for Main location,system,2025-10-13
3319,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2026-02-27,-39,9.0,-351.0,SO-80318,Customer Sale,135,96,warehouse2,Transaction processed for Backup location,system,2026-02-27
3320,1572,MountainDream Sleeping Bag,Camping,Main,Sale,2025-10-03,-23,205.16,-4718.68,SO-20104,Customer Sale,132,109,warehouse1,Transaction processed for Main location,system,2025-10-03
3321,3092,All-Mountain Snowboard - 158cm,Ski,Main,Receipt,2026-01-03,104,595.62,61944.9,PO-4175,Purchase Order Receipt,48,152,warehouse2,Transaction processed for Main location,system,2026-01-03
3322,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Sale,2025-11-04,-41,259.09,-10622.69,SO-42262,Customer Sale,65,24,warehouse2,Transaction processed for Main location,system,2025-11-04
3323,3092,All-Mountain Snowboard - 158cm,Ski,Main,Receipt,2026-02-08,28,631.98,17695.31,PO-9324,Purchase Order Receipt,113,141,warehouse2,Transaction processed for Main location,system,2026-02-08
3324,3101,Winter Boots - Insulated,Ski,Backup,Sale,2026-03-09,-21,97.44,-2046.24,SO-82075,Customer Sale,123,102,warehouse1,Transaction processed for Backup location,system,2026-03-09
3325,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2025-10-24,-10,622.36,-6223.6,SO-78629,Customer Sale,105,95,warehouse2,Transaction processed for Main location,system,2025-10-24
3326,1523,TrailLite Daypack,Camping,Backup,Sale,2025-11-18,-27,53.51,-1444.77,SO-32690,Customer Sale,46,19,warehouse2,Transaction processed for Backup location,system,2025-11-18
3327,3061,Professional Ski Helmet,Ski,Main,Receipt,2026-02-05,184,143.04,26318.55,PO-3582,Purchase Order Receipt,119,303,warehouse2,Transaction processed for Main location,system,2026-02-05
3328,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Receipt,2025-11-20,124,59.24,7345.5,PO-7329,Purchase Order Receipt,75,199,warehouse1,Transaction processed for Main location,system,2025-11-20
3329,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2026-04-18,-29,622.36,-18048.44,SO-57669,Customer Sale,33,4,warehouse1,Transaction processed for Main location,system,2026-04-18
3330,3062,Anti-Fog Ski Goggles,Ski,Main,Sale,2026-01-27,-29,86.98,-2522.42,SO-42715,Customer Sale,103,74,warehouse1,Transaction processed for Main location,system,2026-01-27
3331,1523,TrailLite Daypack,Camping,Main,Transfer,2026-03-31,-45,53.51,-2407.95,TRF-1470,Warehouse Transfer,150,105,system,Transaction processed for Main location,system,2026-03-31
3332,2012,Espresso Machine,Kitchen,Main,Receipt,2025-07-08,142,318.36,45207.59,PO-8549,Purchase Order Receipt,65,207,system,Transaction processed for Main location,system,2025-07-08
3333,1572,MountainDream Sleeping Bag,Camping,Main,Return,2026-01-09,2,164.13,328.26,RET-73611,Customer Return,115,117,system,Transaction processed for Main location,system,2026-01-09
3334,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Receipt,2025-12-30,72,938.02,67537.29,PO-7999,Purchase Order Receipt,29,101,warehouse1,Transaction processed for Backup location,system,2025-12-30
3335,3062,Anti-Fog Ski Goggles,Ski,Main,Sale,2026-03-22,-36,86.98,-3131.28,SO-79166,Customer Sale,23,-13,warehouse2,Transaction processed for Main location,system,2026-03-22
3336,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Sale,2026-04-19,-15,122.21,-1833.15,SO-15602,Customer Sale,68,53,warehouse1,Transaction processed for Backup location,system,2026-04-19
3337,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Sale,2025-10-18,-40,173.42,-6936.8,SO-60901,Customer Sale,17,-23,warehouse1,Transaction processed for Backup location,system,2025-10-18
3338,1561,EcoFire Camping Stove,Camping,Main,Receipt,2025-08-31,174,77.98,13567.81,PO-4759,Purchase Order Receipt,86,260,system,Transaction processed for Main location,system,2025-08-31
3339,3081,All-Temp Ski Wax Kit,Ski,Regional,Transfer,2025-07-19,-34,56.17,-1909.78,TRF-8323,Warehouse Transfer,102,68,warehouse1,Transaction processed for Regional location,system,2025-07-19
3340,1523,TrailLite Daypack,Camping,Backup,Receipt,2026-04-14,179,53.94,9654.69,PO-4963,Purchase Order Receipt,102,281,warehouse2,Transaction processed for Backup location,system,2026-04-14
3341,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Sale,2025-07-13,-40,917.54,-36701.6,SO-13677,Customer Sale,6,-34,warehouse2,Transaction processed for Backup location,system,2025-07-13
3342,3082,Edge Tuning Tool Set,Ski,Regional,Sale,2025-07-22,-19,91.1,-1730.9,SO-90620,Customer Sale,194,175,system,Transaction processed for Regional location,system,2025-07-22
3343,3103,Snowboard Bindings - Pro,Ski,Main,Sale,2025-12-11,-8,228.16,-1825.28,SO-86784,Customer Sale,30,22,warehouse2,Transaction processed for Main location,system,2025-12-11
3344,3081,All-Temp Ski Wax Kit,Ski,Backup,Transfer,2025-08-26,-43,56.17,-2415.31,TRF-5058,Warehouse Transfer,69,26,warehouse2,Transaction processed for Backup location,system,2025-08-26
3345,1512,SkyView 2-Person Tent,Camping,Backup,Sale,2025-09-07,-5,251.46,-1257.3,SO-11551,Customer Sale,101,96,system,Transaction processed for Backup location,system,2025-09-07
3346,3104,Ski Tuning Bench - Portable,Ski,Backup,Receipt,2025-11-22,24,147.62,3542.83,PO-6411,Purchase Order Receipt,87,111,system,Transaction processed for Backup location,system,2025-11-22
3347,1532,TrailBlaze Hiking Pants,Camping,Main,Sale,2025-09-05,-20,67.5,-1350.0,SO-63054,Customer Sale,79,59,warehouse2,Transaction processed for Main location,system,2025-09-05
3348,1533,RainGuard Hiking Jacket,Camping,Main,Adjustment,2025-08-08,-19,116.73,-2217.87,ADJ-3348,System Correction,41,22,warehouse1,Transaction processed for Main location,system,2025-08-08
3349,1523,TrailLite Daypack,Camping,Main,Sale,2025-09-09,-25,53.51,-1337.75,SO-12962,Customer Sale,125,100,warehouse1,Transaction processed for Main location,system,2025-09-09
3350,2061,Mixing Bowl,Kitchen,Main,Sale,2025-08-15,-18,25.99,-467.82,SO-67026,Customer Sale,19,1,warehouse1,Transaction processed for Main location,system,2025-08-15
3351,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2026-04-09,-43,352.91,-15175.13,SO-44972,Customer Sale,12,-31,warehouse2,Transaction processed for Backup location,system,2026-04-09
3352,3082,Edge Tuning Tool Set,Ski,Regional,Receipt,2025-09-25,24,92.23,2213.5,PO-8407,Purchase Order Receipt,142,166,warehouse1,Transaction processed for Regional location,system,2025-09-25
3353,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Sale,2025-10-02,-17,61.48,-1045.16,SO-86750,Customer Sale,72,55,warehouse2,Transaction processed for Main location,system,2025-10-02
3354,1531,Summit Breeze Jacket,Camping,Regional,Transfer,2025-08-26,-47,116.07,-5455.29,TRF-3589,Warehouse Transfer,78,31,system,Transaction processed for Regional location,system,2025-08-26
3355,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Sale,2025-07-15,-30,61.48,-1844.4,SO-15841,Customer Sale,33,3,warehouse1,Transaction processed for Main location,system,2025-07-15
3356,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2025-07-02,-16,122.21,-1955.36,SO-32914,Customer Sale,18,2,warehouse2,Transaction processed for Main location,system,2025-07-02
3357,2121,Bamboo Cutting Board Set,Kitchen,Main,Receipt,2026-03-15,128,29.43,3767.18,PO-1151,Purchase Order Receipt,138,266,warehouse2,Transaction processed for Main location,system,2026-03-15
3358,2101,Measuring Cup Set,Kitchen,Main,Transfer,2026-04-13,-33,13.33,-439.89,TRF-9912,Warehouse Transfer,89,56,warehouse2,Transaction processed for Main location,system,2026-04-13
3359,2031,Coffee Mug,Kitchen,Main,Sale,2025-10-07,-9,22.37,-201.33,SO-49296,Customer Sale,125,116,warehouse2,Transaction processed for Main location,system,2025-10-07
3360,2021,Chef Knife,Kitchen,Main,Damage,2026-03-28,-2,54.35,-108.7,DMG-3360,Warehouse Damage,45,43,system,Transaction processed for Main location,system,2026-03-28
3361,2101,Measuring Cup Set,Kitchen,Main,Receipt,2025-11-07,55,12.96,712.97,PO-9105,Purchase Order Receipt,132,187,warehouse1,Transaction processed for Main location,system,2025-11-07
3362,2011,Coffee Maker,Kitchen,Main,Receipt,2026-03-19,172,125.24,21540.56,PO-9278,Purchase Order Receipt,226,398,warehouse2,Transaction processed for Main location,system,2026-03-19
3363,1512,SkyView 2-Person Tent,Camping,Backup,Sale,2025-08-07,-35,251.46,-8801.1,SO-45059,Customer Sale,48,13,warehouse1,Transaction processed for Backup location,system,2025-08-07
3364,3031,Pro Flex Racing Ski Boots,Ski,Main,Sale,2025-12-18,-9,497.38,-4476.42,SO-30884,Customer Sale,103,94,warehouse2,Transaction processed for Main location,system,2025-12-18
3365,1542,TrailWalker Hiking Shoes,Camping,Main,Damage,2025-11-25,-3,92.66,-277.98,DMG-3365,Shipping Damage,110,107,warehouse1,Transaction processed for Main location,system,2025-11-25
3366,3104,Ski Tuning Bench - Portable,Ski,Backup,Receipt,2025-08-22,172,145.55,25033.87,PO-4342,Purchase Order Receipt,17,189,warehouse2,Transaction processed for Backup location,system,2025-08-22
3367,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2025-07-25,-17,113.19,-1924.23,SO-27137,Customer Sale,164,147,system,Transaction processed for Main location,system,2025-07-25
3368,1553,Adventure Dining Table,Camping,Regional,Sale,2026-03-08,-45,112.72,-5072.4,SO-18581,Customer Sale,250,205,system,Transaction processed for Regional location,system,2026-03-08
3369,3091,Freestyle Snowboard - 155cm,Ski,Main,Adjustment,2026-03-24,3,488.49,1465.47,ADJ-3369,System Correction,103,106,warehouse1,Transaction processed for Main location,system,2026-03-24
3370,2111,High-Speed Blender,Kitchen,Main,Sale,2025-12-31,-29,147.2,-4268.8,SO-56526,Customer Sale,106,77,system,Transaction processed for Main location,system,2025-12-31
3371,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Receipt,2025-10-26,169,175.6,29675.88,PO-7669,Purchase Order Receipt,35,204,warehouse1,Transaction processed for Backup location,system,2025-10-26
3372,2121,Bamboo Cutting Board Set,Kitchen,Backup,Transfer,2026-04-28,-14,30.3,-424.2,TRF-9818,Warehouse Transfer,89,75,system,Transaction processed for Backup location,system,2026-04-28
3373,2091,Spatula,Kitchen,Main,Receipt,2025-11-10,110,9.7,1067.51,PO-9848,Purchase Order Receipt,48,158,warehouse1,Transaction processed for Main location,system,2025-11-10
3374,1562,PowerBurner Camping Stove,Camping,Backup,Sale,2025-11-20,-42,137.5,-5775.0,SO-76992,Customer Sale,36,-6,system,Transaction processed for Backup location,system,2025-11-20
3375,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2025-10-31,-28,40.38,-1130.64,SO-51636,Customer Sale,271,243,warehouse1,Transaction processed for Main location,system,2025-10-31
3376,2111,High-Speed Blender,Kitchen,Main,Sale,2026-01-10,-22,147.2,-3238.4,SO-49396,Customer Sale,121,99,system,Transaction processed for Main location,system,2026-01-10
3377,2091,Spatula,Kitchen,Main,Sale,2025-10-03,-46,9.76,-448.96,SO-13943,Customer Sale,143,97,system,Transaction processed for Main location,system,2025-10-03
3378,3053,Waterproof Ski Pants,Ski,Main,Damage,2025-12-10,-10,166.37,-1663.7,DMG-3378,Warehouse Damage,151,141,system,Transaction processed for Main location,system,2025-12-10
3379,1571,CozyNights Sleeping Bag,Camping,Main,Transfer,2026-03-25,-48,113.19,-5433.12,TRF-5206,Warehouse Transfer,64,16,warehouse2,Transaction processed for Main location,system,2026-03-25
3380,1542,TrailWalker Hiking Shoes,Camping,Main,Adjustment,2025-11-26,-1,92.66,-92.66,ADJ-3380,Physical Count,85,84,system,Transaction processed for Main location,system,2025-11-26
3381,1523,TrailLite Daypack,Camping,Backup,Transfer,2025-12-26,-20,53.51,-1070.2,TRF-8229,Warehouse Transfer,8,-12,warehouse2,Transaction processed for Backup location,system,2025-12-26
3382,1571,CozyNights Sleeping Bag,Camping,Main,Receipt,2025-07-13,34,110.57,3759.52,PO-7676,Purchase Order Receipt,151,185,warehouse2,Transaction processed for Main location,system,2025-07-13
3383,1542,TrailWalker Hiking Shoes,Camping,Backup,Receipt,2026-03-17,60,92.44,5546.35,PO-7023,Purchase Order Receipt,78,138,warehouse2,Transaction processed for Backup location,system,2026-03-17
3384,1533,RainGuard Hiking Jacket,Camping,Main,Transfer,2026-02-24,-50,116.73,-5836.5,TRF-3126,Warehouse Transfer,81,31,warehouse1,Transaction processed for Main location,system,2026-02-24
3385,1571,CozyNights Sleeping Bag,Camping,Main,Adjustment,2025-10-17,10,113.19,1131.9,ADJ-3385,Cycle Count,161,171,warehouse2,Transaction processed for Main location,system,2025-10-17
3386,1521,Adventurer Pro Backpack,Camping,Main,Receipt,2026-04-04,57,148.86,8484.78,PO-2652,Purchase Order Receipt,67,124,warehouse2,Transaction processed for Main location,system,2026-04-04
