TransactionID,ProductID,ProductName,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
3638,3031,Pro Flex Racing Ski Boots,WH_200,Sale,2026-03-03,-6,459.79,2758.74,SO-24710,Customer Sale,33,27,System,Transaction processed for WH_200 location,system,2026-03-03
3639,3013,Beginner's Choice Alpine Skis - 160cm,WH_100,Transfer,2025-08-17,-49,305.41,14965.09,TRF-5261,Warehouse Transfer,117,68,System,Transaction processed for WH_100 location,system,2025-08-17
3640,3012,Mountain Master All-Terrain Skis - 165cm,WH_200,Transfer,2025-07-23,-6,568.23,3409.38,TRF-5207,Warehouse Transfer,73,67,System,Transaction processed for WH_200 location,system,2025-07-23
3641,3102,Winter Hiking Boots - Waterproof,WH_100,Sale,2025-10-08,-16,134.96,2159.36,SO-35689,Customer Sale,16,0,System,Transaction processed for WH_100 location,system,2025-10-08
3642,3061,Professional Ski Helmet,WH_200,Transfer,2025-10-24,-6,117.61,705.66,TRF-2824,Warehouse Transfer,57,51,System,Transaction processed for WH_200 location,system,2025-10-24
3643,2091,Spatula,WH_100,Sale,2026-04-18,-20,7.38,147.6,SO-60395,Customer Sale,532,512,System,Transaction processed for WH_100 location,system,2026-04-18
3644,2061,Mixing Bowl,WH_200,Sale,2026-03-01,-24,27.44,658.56,SO-73515,Customer Sale,762,738,System,Transaction processed for WH_200 location,system,2026-03-01
3645,2071,Baking Pan,WH_200,Receipt,2025-08-19,19,18.09,343.79,PO-9609,Purchase Order Receipt,396,415,System,Transaction processed for WH_200 location,system,2025-08-19
3646,2121,Bamboo Cutting Board Set,WH_100,Sale,2026-02-18,-5,29.56,147.8,SO-69019,Customer Sale,236,231,System,Transaction processed for WH_100 location,system,2026-02-18
3647,1543,TrekStar Hiking Sandals,WH_200,Sale,2026-01-17,-1,52.24,52.24,SO-41825,Customer Sale,26,25,System,Transaction processed for WH_200 location,system,2026-01-17
3648,1543,TrekStar Hiking Sandals,WH_100,Receipt,2025-09-16,33,51.92,1713.47,PO-9807,Purchase Order Receipt,177,210,System,Transaction processed for WH_100 location,system,2025-09-16
3649,1511,Alpine Explorer Tent,WH_500,Adjustment,2025-09-08,10,285.12,2851.2,ADJ-3649,System Correction,1053,1063,System,Transaction processed for WH_500 location,system,2025-09-08
3650,3021,Nordic Classic XC Skis - 185cm,WH_200,Transfer,2025-11-23,-27,229.72,6202.44,TRF-9430,Warehouse Transfer,76,49,System,Transaction processed for WH_200 location,system,2025-11-23
3651,1551,BaseCamp Folding Table,WH_200,Sale,2025-11-28,-24,56.2,1348.8,SO-61509,Customer Sale,167,143,System,Transaction processed for WH_200 location,system,2025-11-28
3652,2081,Food Storage Set,WH_100,Sale,2025-07-22,-25,23.0,575.0,SO-29192,Customer Sale,280,255,System,Transaction processed for WH_100 location,system,2025-07-22
3653,3061,Professional Ski Helmet,WH_200,Sale,2026-04-01,-4,117.61,470.44,SO-77930,Customer Sale,109,105,System,Transaction processed for WH_200 location,system,2026-04-01
3654,2011,Coffee Maker,WH_200,Receipt,2025-10-25,169,120.42,20351.35,PO-9764,Purchase Order Receipt,1695,1864,System,Transaction processed for WH_200 location,system,2025-10-25
3655,3091,Freestyle Snowboard - 155cm,WH_200,Sale,2026-04-30,-18,414.73,7465.14,SO-23143,Customer Sale,61,43,System,Transaction processed for WH_200 location,system,2026-04-30
3656,1551,BaseCamp Folding Table,WH_200,Receipt,2026-02-15,83,57.39,4762.99,PO-7508,Purchase Order Receipt,101,184,System,Transaction processed for WH_200 location,system,2026-02-15
3657,3062,Anti-Fog Ski Goggles,WH_200,Sale,2025-07-18,-32,71.96,2302.72,SO-38646,Customer Sale,57,25,System,Transaction processed for WH_200 location,system,2025-07-18
3658,1532,TrailBlaze Hiking Pants,WH_500,Sale,2025-11-21,-28,54.8,1534.4,SO-65245,Customer Sale,150,122,System,Transaction processed for WH_500 location,system,2025-11-21
3659,1551,BaseCamp Folding Table,WH_200,Receipt,2025-07-02,62,55.01,3410.8,PO-3757,Purchase Order Receipt,38,100,System,Transaction processed for WH_200 location,system,2025-07-02
3660,3021,Nordic Classic XC Skis - 185cm,WH_200,Damage,2025-11-18,-9,229.72,2067.48,DMG-3660,Warehouse Damage,23,14,System,Transaction processed for WH_200 location,system,2025-11-18
3661,2121,Bamboo Cutting Board Set,WH_100,Receipt,2025-10-17,57,29.02,1654.42,PO-9329,Purchase Order Receipt,113,170,System,Transaction processed for WH_100 location,system,2025-10-17
3662,1533,RainGuard Hiking Jacket,WH_100,Sale,2026-01-19,-48,107.78,5173.44,SO-39648,Customer Sale,296,248,System,Transaction processed for WH_100 location,system,2026-01-19
3663,2061,Mixing Bowl,WH_200,Sale,2026-03-13,-33,27.44,905.52,SO-26540,Customer Sale,695,662,System,Transaction processed for WH_200 location,system,2026-03-13
3664,3091,Freestyle Snowboard - 155cm,WH_100,Damage,2026-02-13,-9,414.73,3732.57,DMG-3664,Quality Issue,81,72,System,Transaction processed for WH_100 location,system,2026-02-13
3665,3092,All-Mountain Snowboard - 158cm,WH_100,Sale,2026-01-20,-8,488.21,3905.68,SO-72613,Customer Sale,53,45,System,Transaction processed for WH_100 location,system,2026-01-20
3666,3031,Pro Flex Racing Ski Boots,WH_200,Receipt,2026-04-04,123,463.14,56966.59,PO-5433,Purchase Order Receipt,24,147,System,Transaction processed for WH_200 location,system,2026-04-04
3667,2091,Spatula,WH_100,Sale,2025-08-05,-40,7.38,295.2,SO-74968,Customer Sale,498,458,System,Transaction processed for WH_100 location,system,2025-08-05
3668,1572,MountainDream Sleeping Bag,WH_200,Adjustment,2025-07-12,15,177.25,2658.75,ADJ-3668,Cycle Count,28,43,System,Transaction processed for WH_200 location,system,2025-07-12
3669,1572,MountainDream Sleeping Bag,WH_200,Sale,2025-09-04,-44,177.25,7799.0,SO-30646,Customer Sale,320,276,System,Transaction processed for WH_200 location,system,2025-09-04
3670,3022,Backcountry Explorer XC Skis - 190cm,WH_500,Receipt,2025-08-04,35,380.17,13305.82,PO-4806,Purchase Order Receipt,92,127,System,Transaction processed for WH_500 location,system,2025-08-04
3671,3072,Hand Warmers - 10 Pack,WH_200,Adjustment,2025-09-10,-15,8.13,121.95,ADJ-3671,Physical Count,15,0,System,Transaction processed for WH_200 location,system,2025-09-10
3672,1523,TrailLite Daypack,WH_100,Adjustment,2025-12-19,15,47.3,709.5,ADJ-3672,System Correction,775,790,System,Transaction processed for WH_100 location,system,2025-12-19
3673,3021,Nordic Classic XC Skis - 185cm,WH_100,Receipt,2025-12-02,176,228.64,40240.9,PO-1788,Purchase Order Receipt,67,243,System,Transaction processed for WH_100 location,system,2025-12-02
3674,1552,TrekMaster Camping Chair,WH_100,Adjustment,2025-11-14,-9,45.98,413.82,ADJ-3674,Cycle Count,55,46,System,Transaction processed for WH_100 location,system,2025-11-14
3675,2012,Espresso Machine,WH_500,Sale,2026-01-02,-23,277.98,6393.54,SO-95721,Customer Sale,2973,2950,System,Transaction processed for WH_500 location,system,2026-01-02
3676,2111,High-Speed Blender,WH_200,Damage,2025-09-30,-3,129.6,388.8,DMG-3676,Warehouse Damage,72,69,System,Transaction processed for WH_200 location,system,2025-09-30
3677,3051,Insulated Ski Jacket - Men's,WH_500,Sale,2026-04-20,-49,167.9,8227.1,SO-88536,Customer Sale,82,33,System,Transaction processed for WH_500 location,system,2026-04-20
3678,1522,SummitClimber Backpack,WH_100,Transfer,2026-01-02,-49,133.58,6545.42,TRF-4261,Warehouse Transfer,681,632,System,Transaction processed for WH_100 location,system,2026-01-02
3679,2012,Espresso Machine,WH_500,Adjustment,2025-10-01,-13,277.98,3613.74,ADJ-3679,System Correction,2885,2872,System,Transaction processed for WH_500 location,system,2025-10-01
3680,3072,Hand Warmers - 10 Pack,WH_200,Sale,2026-04-28,-5,8.13,40.65,SO-35423,Customer Sale,5,0,System,Transaction processed for WH_200 location,system,2026-04-28
3681,1523,TrailLite Daypack,WH_100,Receipt,2026-04-07,108,45.26,4888.43,PO-6571,Purchase Order Receipt,826,934,System,Transaction processed for WH_100 location,system,2026-04-07
3682,2091,Spatula,WH_100,Sale,2026-04-27,-22,7.38,162.36,SO-62429,Customer Sale,513,491,System,Transaction processed for WH_100 location,system,2026-04-27
3683,3013,Beginner's Choice Alpine Skis - 160cm,WH_100,Return,2025-12-19,1,244.33,244.33,RET-55810,Customer Return,106,107,System,Transaction processed for WH_100 location,system,2025-12-19
3684,3021,Nordic Classic XC Skis - 185cm,WH_100,Sale,2025-07-07,-40,229.72,9188.8,SO-27010,Customer Sale,62,22,System,Transaction processed for WH_100 location,system,2025-07-07
3685,1571,CozyNights Sleeping Bag,WH_100,Sale,2025-07-21,-1,102.1,102.1,SO-46136,Customer Sale,1,0,System,Transaction processed for WH_100 location,system,2025-07-21
3686,1542,TrailWalker Hiking Shoes,WH_200,Sale,2025-09-12,-14,83.67,1171.38,SO-46887,Customer Sale,158,144,System,Transaction processed for WH_200 location,system,2025-09-12
3687,3051,Insulated Ski Jacket - Men's,WH_500,Sale,2025-07-27,-15,167.9,2518.5,SO-43116,Customer Sale,15,0,System,Transaction processed for WH_500 location,system,2025-07-27
3688,2101,Measuring Cup Set,WH_100,Transfer,2025-09-15,-9,12.84,115.56,TRF-4949,Warehouse Transfer,718,709,System,Transaction processed for WH_100 location,system,2025-09-15
3689,2111,High-Speed Blender,WH_100,Sale,2025-09-01,-12,129.6,1555.2,SO-39493,Customer Sale,389,377,System,Transaction processed for WH_100 location,system,2025-09-01
3690,1553,Adventure Dining Table,WH_200,Transfer,2026-02-12,-12,87.23,1046.76,TRF-7475,Warehouse Transfer,183,171,System,Transaction processed for WH_200 location,system,2026-02-12
3691,3042,Aluminum All-Mountain Poles - 115cm,WH_100,Sale,2026-03-19,-12,57.66,691.92,SO-64012,Customer Sale,53,41,System,Transaction processed for WH_100 location,system,2026-03-19
3692,1543,TrekStar Hiking Sandals,WH_200,Sale,2025-10-16,-7,52.24,365.68,SO-52568,Customer Sale,201,194,System,Transaction processed for WH_200 location,system,2025-10-16
3693,3091,Freestyle Snowboard - 155cm,WH_100,Transfer,2025-11-10,-8,414.73,3317.84,TRF-6295,Warehouse Transfer,28,20,System,Transaction processed for WH_100 location,system,2025-11-10
3694,3091,Freestyle Snowboard - 155cm,WH_200,Transfer,2025-11-18,-41,414.73,17003.93,TRF-4675,Warehouse Transfer,76,35,System,Transaction processed for WH_200 location,system,2025-11-18
3695,3052,Thermal Base Layer Set - Women's,WH_200,Transfer,2025-09-23,-12,79.81,957.72,TRF-1496,Warehouse Transfer,79,67,System,Transaction processed for WH_200 location,system,2025-09-23
3696,3021,Nordic Classic XC Skis - 185cm,WH_100,Receipt,2026-03-29,29,235.48,6829.06,PO-3828,Purchase Order Receipt,98,127,System,Transaction processed for WH_100 location,system,2026-03-29
3697,3092,All-Mountain Snowboard - 158cm,WH_100,Sale,2025-11-28,-3,488.21,1464.63,SO-39769,Customer Sale,34,31,System,Transaction processed for WH_100 location,system,2025-11-28
3698,1542,TrailWalker Hiking Shoes,WH_200,Adjustment,2026-04-08,13,83.67,1087.71,ADJ-3698,Physical Count,91,104,System,Transaction processed for WH_200 location,system,2026-04-08
3699,3091,Freestyle Snowboard - 155cm,WH_200,Sale,2025-12-28,-35,414.73,14515.55,SO-16411,Customer Sale,58,23,System,Transaction processed for WH_200 location,system,2025-12-28
3700,3033,Women's Performance Ski Boots,WH_100,Sale,2026-01-28,-18,407.14,7328.52,SO-36744,Customer Sale,125,107,System,Transaction processed for WH_100 location,system,2026-01-28
3701,3061,Professional Ski Helmet,WH_200,Receipt,2025-10-02,135,117.59,15874.84,PO-3297,Purchase Order Receipt,159,294,System,Transaction processed for WH_200 location,system,2025-10-02
3702,2111,High-Speed Blender,WH_100,Sale,2025-10-26,-42,129.6,5443.2,SO-90169,Customer Sale,516,474,System,Transaction processed for WH_100 location,system,2025-10-26
3703,3053,Waterproof Ski Pants,WH_100,Damage,2026-04-10,-10,123.28,1232.8,DMG-3703,Warehouse Damage,98,88,System,Transaction processed for WH_100 location,system,2026-04-10
3704,2021,Chef Knife,WH_200,Sale,2025-09-18,-23,58.34,1341.82,SO-57268,Customer Sale,3161,3138,System,Transaction processed for WH_200 location,system,2025-09-18
3705,1543,TrekStar Hiking Sandals,WH_200,Receipt,2026-02-02,48,53.57,2571.22,PO-6269,Purchase Order Receipt,58,106,System,Transaction processed for WH_200 location,system,2026-02-02
3706,2051,Ice Cream Bowl,WH_100,Receipt,2025-12-23,129,15.71,2026.52,PO-6702,Purchase Order Receipt,1107,1236,System,Transaction processed for WH_100 location,system,2025-12-23
3707,3053,Waterproof Ski Pants,WH_100,Sale,2025-09-30,-18,123.28,2219.04,SO-10477,Customer Sale,141,123,System,Transaction processed for WH_100 location,system,2025-09-30
3708,3101,Winter Boots - Insulated,WH_100,Receipt,2025-08-26,95,87.15,8279.03,PO-8154,Purchase Order Receipt,85,180,System,Transaction processed for WH_100 location,system,2025-08-26
3709,2111,High-Speed Blender,WH_200,Sale,2025-09-25,-36,129.6,4665.6,SO-48766,Customer Sale,235,199,System,Transaction processed for WH_200 location,system,2025-09-25
3710,1562,PowerBurner Camping Stove,WH_200,Sale,2026-04-25,-49,112.81,5527.69,SO-71867,Customer Sale,197,148,System,Transaction processed for WH_200 location,system,2026-04-25
3711,2121,Bamboo Cutting Board Set,WH_100,Sale,2026-04-30,-11,29.56,325.16,SO-19904,Customer Sale,218,207,System,Transaction processed for WH_100 location,system,2026-04-30
3712,3103,Snowboard Bindings - Pro,WH_200,Receipt,2026-02-17,119,173.47,20643.4,PO-6831,Purchase Order Receipt,66,185,System,Transaction processed for WH_200 location,system,2026-02-17
3713,1581,LED Headlamp - Rechargeable,WH_100,Receipt,2025-07-05,65,45.65,2967.26,PO-5698,Purchase Order Receipt,22,87,System,Transaction processed for WH_100 location,system,2025-07-05
3714,3091,Freestyle Snowboard - 155cm,WH_200,Return,2025-10-05,1,331.78,331.78,RET-49318,Customer Return,34,35,System,Transaction processed for WH_200 location,system,2025-10-05
3715,3092,All-Mountain Snowboard - 158cm,WH_100,Sale,2025-11-23,-41,488.21,20016.61,SO-42067,Customer Sale,110,69,System,Transaction processed for WH_100 location,system,2025-11-23
3716,3071,Ski Boot Bag - Premium,WH_200,Receipt,2025-12-02,43,35.17,1512.18,PO-9650,Purchase Order Receipt,101,144,System,Transaction processed for WH_200 location,system,2025-12-02
3717,1543,TrekStar Hiking Sandals,WH_100,Transfer,2026-02-22,-17,52.24,888.08,TRF-3749,Warehouse Transfer,330,313,System,Transaction processed for WH_100 location,system,2026-02-22
3718,1553,Adventure Dining Table,WH_200,Sale,2025-07-07,-25,87.23,2180.75,SO-40504,Customer Sale,218,193,System,Transaction processed for WH_200 location,system,2025-07-07
3719,3062,Anti-Fog Ski Goggles,WH_500,Transfer,2026-02-19,-12,71.96,863.52,TRF-4974,Warehouse Transfer,12,0,System,Transaction processed for WH_500 location,system,2026-02-19
3720,3101,Winter Boots - Insulated,WH_100,Sale,2025-08-27,-29,91.11,2642.19,SO-25481,Customer Sale,80,51,System,Transaction processed for WH_100 location,system,2025-08-27
3721,1571,CozyNights Sleeping Bag,WH_100,Sale,2026-04-18,-22,102.1,2246.2,SO-41655,Customer Sale,52,30,System,Transaction processed for WH_100 location,system,2026-04-18
3722,2011,Coffee Maker,WH_200,Return,2025-08-30,2,95.73,191.46,RET-36400,Customer Return,1876,1878,System,Transaction processed for WH_200 location,system,2025-08-30
3723,2021,Chef Knife,WH_200,Receipt,2025-12-11,31,59.79,1853.59,PO-5530,Purchase Order Receipt,3152,3183,System,Transaction processed for WH_200 location,system,2025-12-11
3724,3104,Ski Tuning Bench - Portable,WH_100,Sale,2026-01-21,-27,115.52,3119.04,SO-16071,Customer Sale,62,35,System,Transaction processed for WH_100 location,system,2026-01-21
3725,3072,Hand Warmers - 10 Pack,WH_100,Sale,2025-08-02,-31,8.13,252.03,SO-89098,Customer Sale,52,21,System,Transaction processed for WH_100 location,system,2025-08-02
3726,3053,Waterproof Ski Pants,WH_100,Transfer,2025-12-21,-5,123.28,616.4,TRF-2925,Warehouse Transfer,56,51,System,Transaction processed for WH_100 location,system,2025-12-21
3727,2012,Espresso Machine,WH_500,Return,2025-09-02,1,222.38,222.38,RET-24666,Customer Return,2969,2970,System,Transaction processed for WH_500 location,system,2025-09-02
3728,1532,TrailBlaze Hiking Pants,WH_500,Receipt,2026-01-14,149,52.28,7790.44,PO-3369,Purchase Order Receipt,179,328,System,Transaction processed for WH_500 location,system,2026-01-14
3729,3031,Pro Flex Racing Ski Boots,WH_200,Sale,2025-09-19,-18,459.79,8276.22,SO-51104,Customer Sale,40,22,System,Transaction processed for WH_200 location,system,2025-09-19
3730,2051,Ice Cream Bowl,WH_100,Sale,2025-12-31,-3,15.41,46.23,SO-47451,Customer Sale,1241,1238,System,Transaction processed for WH_100 location,system,2025-12-31
3731,3103,Snowboard Bindings - Pro,WH_200,Receipt,2025-08-05,107,169.46,18131.83,PO-5506,Purchase Order Receipt,109,216,System,Transaction processed for WH_200 location,system,2025-08-05
3732,1521,Adventurer Pro Backpack,WH_500,Adjustment,2025-07-10,-6,118.65,711.9,ADJ-3732,Cycle Count,414,408,System,Transaction processed for WH_500 location,system,2025-07-10
3733,2101,Measuring Cup Set,WH_100,Sale,2026-04-13,-26,12.84,333.84,SO-12119,Customer Sale,762,736,System,Transaction processed for WH_100 location,system,2026-04-13
3734,3013,Beginner's Choice Alpine Skis - 160cm,WH_100,Damage,2025-07-13,-5,305.41,1527.05,DMG-3734,Warehouse Damage,97,92,System,Transaction processed for WH_100 location,system,2025-07-13
3735,3104,Ski Tuning Bench - Portable,WH_200,Receipt,2025-09-21,13,117.17,1523.17,PO-4891,Purchase Order Receipt,11,24,System,Transaction processed for WH_200 location,system,2025-09-21
3736,3052,Thermal Base Layer Set - Women's,WH_200,Sale,2025-09-19,-8,79.81,638.48,SO-74513,Customer Sale,64,56,System,Transaction processed for WH_200 location,system,2025-09-19
3737,1551,BaseCamp Folding Table,WH_200,Receipt,2025-07-01,175,58.35,10211.06,PO-5399,Purchase Order Receipt,110,285,System,Transaction processed for WH_200 location,system,2025-07-01
3738,3041,Carbon Fiber Racing Poles - 120cm,WH_200,Adjustment,2025-10-20,7,114.35,800.45,ADJ-3738,System Correction,128,135,System,Transaction processed for WH_200 location,system,2025-10-20
3739,1552,TrekMaster Camping Chair,WH_100,Sale,2025-09-18,-1,45.98,45.98,SO-11101,Customer Sale,74,73,System,Transaction processed for WH_100 location,system,2025-09-18
3740,3013,Beginner's Choice Alpine Skis - 160cm,WH_100,Receipt,2025-12-24,107,306.08,32750.56,PO-1216,Purchase Order Receipt,76,183,System,Transaction processed for WH_100 location,system,2025-12-24
3741,3104,Ski Tuning Bench - Portable,WH_200,Return,2026-03-12,2,92.42,184.83,RET-78476,Customer Return,20,22,System,Transaction processed for WH_200 location,system,2026-03-12
3742,2022,Fork Set,WH_100,Sale,2025-10-28,-35,28.69,1004.15,SO-73803,Customer Sale,1719,1684,System,Transaction processed for WH_100 location,system,2025-10-28
3743,3061,Professional Ski Helmet,WH_200,Receipt,2025-08-16,64,116.4,7449.72,PO-6212,Purchase Order Receipt,161,225,System,Transaction processed for WH_200 location,system,2025-08-16
3744,3051,Insulated Ski Jacket - Men's,WH_500,Sale,2025-11-06,-18,167.9,3022.2,SO-30111,Customer Sale,18,0,System,Transaction processed for WH_500 location,system,2025-11-06
3745,1561,EcoFire Camping Stove,WH_100,Receipt,2025-12-27,83,82.48,6845.44,PO-8403,Purchase Order Receipt,191,274,System,Transaction processed for WH_100 location,system,2025-12-27
3746,1571,CozyNights Sleeping Bag,WH_100,Transfer,2026-04-05,-32,102.1,3267.2,TRF-4557,Warehouse Transfer,32,0,System,Transaction processed for WH_100 location,system,2026-04-05
3747,2111,High-Speed Blender,WH_200,Sale,2026-02-22,-33,129.6,4276.8,SO-82727,Customer Sale,173,140,System,Transaction processed for WH_200 location,system,2026-02-22
3748,1523,TrailLite Daypack,WH_100,Sale,2025-08-23,-1,47.3,47.3,SO-26719,Customer Sale,760,759,System,Transaction processed for WH_100 location,system,2025-08-23
3749,1523,TrailLite Daypack,WH_100,Return,2026-02-04,5,37.84,189.2,RET-76503,Customer Return,752,757,System,Transaction processed for WH_100 location,system,2026-02-04
3750,1541,TrekReady Hiking Boots,WH_200,Adjustment,2026-03-11,-9,108.54,976.86,ADJ-3750,Cycle Count,231,222,System,Transaction processed for WH_200 location,system,2026-03-11
3751,3012,Mountain Master All-Terrain Skis - 165cm,WH_100,Receipt,2025-12-13,120,592.47,71095.99,PO-9152,Purchase Order Receipt,9,129,System,Transaction processed for WH_100 location,system,2025-12-13
3752,3062,Anti-Fog Ski Goggles,WH_500,Return,2026-01-23,3,57.57,172.7,RET-77471,Customer Return,118,121,System,Transaction processed for WH_500 location,system,2026-01-23
3753,1512,SkyView 2-Person Tent,WH_100,Receipt,2025-09-11,178,207.39,36915.15,PO-5487,Purchase Order Receipt,207,385,System,Transaction processed for WH_100 location,system,2025-09-11
3754,1531,Summit Breeze Jacket,WH_500,Sale,2025-07-03,-15,85.71,1285.65,SO-19157,Customer Sale,818,803,System,Transaction processed for WH_500 location,system,2025-07-03
3755,3021,Nordic Classic XC Skis - 185cm,WH_100,Sale,2025-11-25,-19,229.72,4364.68,SO-87141,Customer Sale,85,66,System,Transaction processed for WH_100 location,system,2025-11-25
3756,2111,High-Speed Blender,WH_100,Transfer,2026-04-14,-46,129.6,5961.6,TRF-7960,Warehouse Transfer,427,381,System,Transaction processed for WH_100 location,system,2026-04-14
3757,1572,MountainDream Sleeping Bag,WH_200,Sale,2025-10-14,-27,177.25,4785.75,SO-99347,Customer Sale,393,366,System,Transaction processed for WH_200 location,system,2025-10-14
3758,3013,Beginner's Choice Alpine Skis - 160cm,WH_100,Return,2025-10-29,4,244.33,977.31,RET-71737,Customer Return,14,18,System,Transaction processed for WH_100 location,system,2025-10-29
3759,3032,Comfort Fit Recreational Boots,WH_200,Receipt,2025-11-24,118,265.11,31283.28,PO-2492,Purchase Order Receipt,106,224,System,Transaction processed for WH_200 location,system,2025-11-24
3760,2121,Bamboo Cutting Board Set,WH_100,Receipt,2025-08-10,140,28.96,4055.1,PO-1338,Purchase Order Receipt,180,320,System,Transaction processed for WH_100 location,system,2025-08-10
3761,1543,TrekStar Hiking Sandals,WH_100,Damage,2025-10-29,-1,52.24,52.24,DMG-3761,Warehouse Damage,242,241,System,Transaction processed for WH_100 location,system,2025-10-29
3762,2112,4-Slice Toaster,WH_200,Receipt,2025-07-04,149,55.08,8207.06,PO-9629,Purchase Order Receipt,500,649,System,Transaction processed for WH_200 location,system,2025-07-04
3763,1543,TrekStar Hiking Sandals,WH_200,Sale,2025-07-03,-21,52.24,1097.04,SO-98602,Customer Sale,21,0,System,Transaction processed for WH_200 location,system,2025-07-03
3764,3022,Backcountry Explorer XC Skis - 190cm,WH_500,Sale,2025-07-17,-24,372.58,8941.92,SO-88059,Customer Sale,130,106,System,Transaction processed for WH_500 location,system,2025-07-17
3765,1562,PowerBurner Camping Stove,WH_200,Sale,2026-04-22,-16,112.81,1804.96,SO-36398,Customer Sale,52,36,System,Transaction processed for WH_200 location,system,2026-04-22
3766,3022,Backcountry Explorer XC Skis - 190cm,WH_500,Receipt,2025-12-30,176,373.27,65694.97,PO-4523,Purchase Order Receipt,102,278,System,Transaction processed for WH_500 location,system,2025-12-30
3767,3011,Alpine Pro Racing Skis - 170cm,WH_200,Sale,2026-02-04,-47,816.73,38386.31,SO-90830,Customer Sale,161,114,System,Transaction processed for WH_200 location,system,2026-02-04
3768,2111,High-Speed Blender,WH_200,Return,2025-07-28,2,103.68,207.36,RET-58929,Customer Return,139,141,System,Transaction processed for WH_200 location,system,2025-07-28
3769,3052,Thermal Base Layer Set - Women's,WH_200,Sale,2025-08-11,-14,79.81,1117.34,SO-30085,Customer Sale,101,87,System,Transaction processed for WH_200 location,system,2025-08-11
3770,2121,Bamboo Cutting Board Set,WH_100,Sale,2026-04-16,-13,29.56,384.28,SO-90540,Customer Sale,245,232,System,Transaction processed for WH_100 location,system,2026-04-16
3771,2031,Coffee Mug,WH_200,Sale,2026-03-30,-25,20.25,506.25,SO-67039,Customer Sale,1604,1579,System,Transaction processed for WH_200 location,system,2026-03-30
3772,3072,Hand Warmers - 10 Pack,WH_200,Sale,2025-12-22,-34,8.13,276.42,SO-54537,Customer Sale,34,0,System,Transaction processed for WH_200 location,system,2025-12-22
3773,2112,4-Slice Toaster,WH_200,Sale,2025-08-08,-45,57.27,2577.15,SO-34633,Customer Sale,663,618,System,Transaction processed for WH_200 location,system,2025-08-08
3774,3042,Aluminum All-Mountain Poles - 115cm,WH_100,Receipt,2025-08-17,76,55.03,4182.4,PO-6919,Purchase Order Receipt,64,140,System,Transaction processed for WH_100 location,system,2025-08-17
3775,3102,Winter Hiking Boots - Waterproof,WH_100,Sale,2025-08-30,-31,134.96,4183.76,SO-44106,Customer Sale,79,48,System,Transaction processed for WH_100 location,system,2025-08-30
3776,3021,Nordic Classic XC Skis - 185cm,WH_100,Receipt,2026-03-31,160,238.44,38150.1,PO-9218,Purchase Order Receipt,69,229,System,Transaction processed for WH_100 location,system,2026-03-31
3777,2011,Coffee Maker,WH_200,Receipt,2025-09-17,53,122.44,6489.21,PO-3323,Purchase Order Receipt,859,912,System,Transaction processed for WH_200 location,system,2025-09-17
3778,3091,Freestyle Snowboard - 155cm,WH_200,Sale,2025-07-27,-22,414.73,9124.06,SO-13402,Customer Sale,22,0,System,Transaction processed for WH_200 location,system,2025-07-27
3779,2022,Fork Set,WH_100,Adjustment,2026-01-05,8,28.69,229.52,ADJ-3779,Cycle Count,1709,1717,System,Transaction processed for WH_100 location,system,2026-01-05
3780,1533,RainGuard Hiking Jacket,WH_100,Sale,2025-09-03,-4,107.78,431.12,SO-20255,Customer Sale,260,256,System,Transaction processed for WH_100 location,system,2025-09-03
3781,1521,Adventurer Pro Backpack,WH_500,Receipt,2026-03-30,165,123.59,20392.85,PO-1360,Purchase Order Receipt,469,634,System,Transaction processed for WH_500 location,system,2026-03-30
3782,2041,Serving Platter,WH_500,Return,2026-02-09,5,34.86,174.28,RET-85812,Customer Return,2301,2306,System,Transaction processed for WH_500 location,system,2026-02-09
3783,3051,Insulated Ski Jacket - Men's,WH_500,Sale,2026-03-20,-15,167.9,2518.5,SO-12844,Customer Sale,176,161,System,Transaction processed for WH_500 location,system,2026-03-20
3784,3042,Aluminum All-Mountain Poles - 115cm,WH_100,Sale,2025-07-02,-12,57.66,691.92,SO-97463,Customer Sale,46,34,System,Transaction processed for WH_100 location,system,2025-07-02
3785,3031,Pro Flex Racing Ski Boots,WH_200,Transfer,2026-04-16,-15,459.79,6896.85,TRF-9269,Warehouse Transfer,87,72,System,Transaction processed for WH_200 location,system,2026-04-16
3786,1571,CozyNights Sleeping Bag,WH_100,Adjustment,2026-04-07,-7,102.1,714.7,ADJ-3786,Cycle Count,7,0,System,Transaction processed for WH_100 location,system,2026-04-07
3787,1562,PowerBurner Camping Stove,WH_100,Sale,2025-10-28,-10,112.81,1128.1,SO-35127,Customer Sale,223,213,System,Transaction processed for WH_100 location,system,2025-10-28
3788,1552,TrekMaster Camping Chair,WH_200,Transfer,2025-09-23,-26,45.98,1195.48,TRF-3244,Warehouse Transfer,26,0,System,Transaction processed for WH_200 location,system,2025-09-23
3789,2091,Spatula,WH_200,Sale,2026-04-01,-20,7.38,147.6,SO-60487,Customer Sale,191,171,System,Transaction processed for WH_200 location,system,2026-04-01
